"V1","V2"
-0.979795897113271,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0.0408248290463863,0
0,-0.979795897113271
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
0,0.0408248290463863
